File Name,Duration (s),Mean Amplitude,Max Amplitude
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,6.86,0.015407015,0.27100748
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav,7.0,0.0051890053,0.06761445
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp.wav,7.0,0.009193536,0.4307816
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138514-1.0-m-72-bp.wav,7.0,0.015777992,0.49195778
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138524-1.0-m-72-bp.wav,7.0,0.03212912,0.4149894
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,7.0,0.017251417,1.0179974
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,7.0,0.018957749,0.30077636
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,7.0,0.022535989,0.4427364
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp.wav,7.0,0.021348422,0.30357307
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,7.0,0.14217708,1.0331962
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,6.9,0.029812044,0.30652535
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,6.96,0.020747524,0.7793237
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,7.0,0.014347503,0.2436369
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,6.82,0.030044375,0.33062765
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,6.84,0.03344829,0.44463962
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,6.84,0.15331778,1.0530486
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\burping\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,6.66,0.1350659,1.0623728
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\burping\79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,7.0,0.033462342,0.47148666
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\burping\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,7.0,0.00667207,0.32657722
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,7.0,0.0851114,1.2408348
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,7.0,0.1264823,1.23628
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\burping\AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,7.0,0.046272047,0.98905325
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\burping\af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,6.54,0.17545392,1.1163473
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\burping\F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,7.0,0.057410836,0.82804006
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc.wav,7.0,0.12040084,1.0140233
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881512-1.1-m-48-dc.wav,7.0,0.015514949,0.30487046
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,7.0,0.07947171,0.93621486
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc.wav,7.0,0.024415452,0.53531885
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801693-1.1-f-26-dc.wav,7.0,0.09077996,0.8948691
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801703-1.1-f-26-dc.wav,7.0,0.1275155,0.86836636
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc.wav,7.0,0.042240072,0.5975408
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430058990597-1.7-m-72-dc.wav,6.66,0.1349655,1.0562032
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430059012473-1.7-m-72-dc.wav,6.68,0.2983216,1.189253
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\665BDF6D-2897-49F9-8AD0-978B3B2A0468-1430530218-1.0-m-26-dc.wav,7.0,0.0044633453,0.14042735
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc.wav,7.0,0.009035249,0.5106103
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\79FF400A-97E2-4701-987D-C7C850D5523C-1430089688-1.0-f-48-dc.wav,7.0,0.051473655,0.659257
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486974312-1.7-m-04-dc.wav,6.9,0.036735296,0.41067854
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc.wav,6.96,0.004038041,0.06565591
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav,6.9,0.02701824,0.28934637
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,6.9,0.010511742,0.3885684
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844994519-1.7-m-04-ch.wav,6.9,0.042261854,0.5278347
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430845018393-1.7-m-26-ch.wav,6.9,0.018014897,0.27709922
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430845035663-1.7-m-26-ch.wav,6.9,0.042382024,0.48326337
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav,6.96,0.23531957,1.365371
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431064345173-1.7-f-48-dc.wav,6.9,0.011711245,0.24946086
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\D1CB71F9-EF76-49B3-A703-41D557444D21-1436863419-1.1-f-26-dc.wav,7.0,0.075997405,0.86345077
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1426942891562-1.4-f-48-dc.wav,6.82,0.002228312,0.17328617
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav,6.84,0.046304252,0.6266527
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431161889263-1.7-m-04-dc.wav,6.84,0.0096335765,0.16735628
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\f258a8e2-92cd-4843-9da4-80ed26ec8e10-1436944996156-1.7-f-26-ch.wav,6.66,0.091158606,1.0518129
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\discomfort\f5b29377-7cd6-4688-942c-5a07add39dc5-1437480263225-1.7-f-26-dc.wav,7.06,0.14504538,1.0069607
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\02c3b725-26e4-4a2c-9336-04ddc58836d9-1430726196216-1.7-m-04-hu.wav,6.94,0.0004966578,0.018876355
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\02ead89b-aa02-453e-8b83-6ebde9fe7551-1430233132879-1.7-m-26-hu.wav,6.9,0.0038168356,0.21699551
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\035c6b30-a145-42b9-8d0f-445cd9003d2c-1435948197257-1.7-m-04-hu.wav,6.96,0.08466784,0.8724551
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\03abcb8f-400a-47d8-ad82-7e4586cc06be-1431864192133-1.7-f-48-hu.wav,6.98,0.15421963,1.0989648
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\045C5483-69E1-4BEC-B1D8-9286D174B9B2-1430102996-1.0-m-04-hu.wav,7.0,0.14442316,0.95972276
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\04c3386b-e6bc-4bd0-8456-d46ae21a73fc-1435305829013-1.7-f-26-hu.wav,6.9,0.0036279378,0.062945604
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\0776b33b-c41a-4a2e-8b9c-f1c184be00c8-1437123838264-1.7-f-26-hu.wav,6.96,0.18538828,1.0118902
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\08E9485B-2772-444B-A636-77E14DD14A8C-1431493441-1.0-m-04-hu.wav,7.0,0.062302966,1.0731401
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\08E9485B-2772-444B-A636-77E14DD14A8C-1431493453-1.0-m-04-hu.wav,7.0,0.010063034,0.46218288
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147515-1.0-m-72-hu.wav,7.0,0.036978737,0.93889767
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav,7.0,0.048869073,1.0490665
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav,7.0,0.04372104,0.9632959
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147582-1.0-m-72-hu.wav,7.0,0.01744357,0.13153039
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\0a983cd2-0078-4698-a048-99ac01eb167a-1433917038889-1.7-f-04-hu.wav,6.84,0.08756821,0.9473536
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760379259-1.7-m-26-hu.wav,6.94,0.04132635,0.95601094
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760394426-1.7-m-26-hu.wav,6.96,0.05029168,0.85402364
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\0D1AD73E-4C5E-45F3-85C4-9A3CB71E8856-1430742197-1.0-m-04-hu.wav,7.0,0.059995383,0.5567205
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185441581-1.7-f-26-hu.wav,6.96,0.039201424,1.0003471
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\0F4B1065-4012-47C8-88B7-ACE11B1A536E-1430038775-1.0-m-04-hu.wav,7.0,0.11794618,1.0140529
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav,6.96,0.0064737997,0.1963385
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848034-1.0-f-26-hu.wav,7.0,0.082845904,0.7608589
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav,7.0,0.081615135,0.88531315
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav,7.0,0.083840676,0.92689
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848101-1.0-f-26-hu.wav,7.0,0.090039015,0.9560747
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430925172-1.0-f-26-hu.wav,7.0,0.09132246,0.8995315
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881489-1.1-m-48-hu.wav,7.0,0.025304655,0.25700843
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav,6.86,0.08667708,0.77000576
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143644843-1.7-f-04-hu.wav,6.86,0.10206597,0.7682991
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143668806-1.7-f-04-hu.wav,6.86,0.05135932,0.7586014
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\1309B82C-F146-46F0-A723-45345AFA6EA8-1430059849-1.0-f-04-hu.wav,7.0,0.013335913,0.3631571
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\1445575b-80ad-477b-8e48-36194cac728e-1430244987914-1.7-f-48-hu.wav,6.78,0.024370423,0.70493025
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736358754-1.7-f-26-hu.wav,6.92,0.09105637,1.050916
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736533767-1.7-f-26-hu.wav,6.92,0.08570397,1.2948081
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736549614-1.7-f-26-hu.wav,6.88,0.12327558,1.4036148
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\189b78c6-9e78-43f2-bcb8-6cc8a462f4dc-1430807938301-1.7-m-22-hu.wav,6.86,0.16912356,0.6324104
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\19aae3d1-51c6-4ffb-aeb8-efb6ae7ba83e-1436861395462-1.7-m-48-hu.wav,6.66,0.019128423,0.76429003
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150-1.7-m-04-hu.wav,6.9,0.14382905,0.6004932
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\1b381a1e-88a6-4a48-b889-a5ccdf0aacaf-1430299568333-1.7-f-72-hu.wav,6.9,0.085591786,0.8881984
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979568422-1.7-m-04-hu.wav,6.86,0.07078038,0.70224553
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979603276-1.7-m-72-hu.wav,6.72,0.009266578,0.62439424
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\20E2B5A0-40A4-4FD8-8935-AFD1DB833510-1430127670-1.0-m-26-hu.wav,7.0,0.030831518,0.45015955
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\218e6fd7-f9c5-4490-afd7-c4fba174e7d2-1430209174300-1.7-m-72-hu.wav,7.04,0.044569124,0.5475089
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\218e6fd7-f9c5-4490-afd7-c4fba174e7d2-1430209252819-1.7-m-72-hu.wav,7.06,0.009242359,0.247782
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\21c07aff-0a8d-4e74-ad5e-e3c7f7bcb11b-1430031235662-1.7-m-04-hu.wav,6.86,0.11185637,1.273937
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\21c07aff-0a8d-4e74-ad5e-e3c7f7bcb11b-1430105653796-1.7-m-04-hu.wav,6.88,0.080994144,1.2753773
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\22b43570-d440-475b-b2f1-e528c81081f7-1430663490095-1.7-m-04-hu.wav,6.96,0.044705026,0.52467215
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877933-1.1-m-26-hu.wav,7.0,0.024788512,1.0062084
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877944-1.1-m-26-hu.wav,7.0,0.029689863,1.0024731
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav,7.0,0.042080674,1.0026488
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814730789-1.7-f-26-hu.wav,6.88,0.0025100026,0.15031904
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814741368-1.7-f-26-hu.wav,6.92,0.017171795,0.67156124
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534429690-1.7-m-04-hu.wav,6.86,0.056099962,0.8606274
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav,6.86,0.08673373,1.0184698
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2562ad82-485a-44c2-ad25-f70fce71480b-1430045593479-1.7-m-72-hu.wav,6.98,0.12804496,1.3979464
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2602b7c2-e96d-42f6-9767-f1ae74925ef8-1431376228657-1.7-f-22-hu.wav,6.92,0.011061225,0.39308226
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770144865-1.7-m-04-hu.wav,6.96,0.013285476,0.25799453
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770161530-1.7-m-04-hu.wav,6.94,0.06910419,0.8805495
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2ad6d558-32f2-4bfd-99c5-cbd31ee3bb11-1430064396119-1.7-m-72-hu.wav,6.72,0.024540516,0.46339905
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056314272-1.7-f-26-hu.wav,6.68,0.0054021347,0.2754526
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056332640-1.7-f-26-hu.wav,6.66,0.0024260397,0.060892656
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2EE636FB-BD76-4118-A0EF-82FAFC32301F-1436586600-1.1-f-04-hu.wav,7.0,0.03512597,0.43900678
C:\Users\Jeevana R S\Downloads\Baby\Sounds\donateacry_corpus\hungry\2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav,7.0,0.011542391,0.23121646
